SYMBOL,Log2FC
SLC30A4,1.4174707815850054
NHSL1,-1.39024812
MEOX1,4.030936028894724
CFAP54,3.571504410257427
DNM1,1.3042822074601998
RALGPS1,-1.429903784
TLR5,1.7977802660811024
SLC2A6,2.3370391566204045
DUS1L,-1.27197484
BIRC5,-1.595746457
KIFC1,-1.486775235
LRATD2,-1.454967801
TESC,-1.325158796
ARHGAP45,1.471968736706513
GRB7,-1.511911598
CGN,-1.375000243
PYCR1,-1.324173473
RGS12,1.1871122284234117
RCAN1,1.2903226577133733
CCL28,-1.839017608
DOCK5,1.1186822485191121
CARD11,1.8934325051447898
TOMM34,-1.340805492
OTUD1,1.3068011840630147
SAMD13,-1.3826919
TNNC2,-1.841277115
MEF2C,1.1299523924652681
TRPM6,-1.539341358
PRSS33,-3.142741107
WSCD1,-1.845142342
PAFAH1B3,-1.368106398
ELAVL4,3.223581107
CAPN5,-1.363858124
TCEA3,-1.338536176
CALML4,-1.333917046
PDIA2,-2.676423103
MAP4K4,1.0214515467244962
BAIAP2L2,-1.697956265
SDC4,-1.292830331
LRPPRC,-1.260292653
CEP170,1.319117248623142
RSL1D1,-1.304689388
CEACAM1,-1.849959358
ARPC1B,1.009198270355754
PAH,-1.969063971
PDZRN3,1.2043470613770668
JPT2,-1.286476585
FNDC10,2.401579408815115
EBPL,-1.398121941
INPP5F,1.140388702965009
TANK,1.1090259160612654
TMCC3,1.3729587308753466
NEK1,1.2041333446088975
MYBL2,-1.321172326
CCDC14,-1.283156227
MACF1,1.0269072772096668
FZD5,-1.478838975
CSNK2A1,-1.409043227
PTGES3L,-1.719726887
RUNX2,1.3429728518235722
LTF,2.6646138146489093
CORO1C,1.0106436234421508
PTHLH,3.4459735281735675
PRMT2,1.0376807585280714
UBE2C,-1.436669521
GALNT17,3.308470004423633
CD22,3.308470004423633
YWHAH,1.034563424399214
DOC2B,4.741429411699739
BATF,1.8028299563638832
SIAE,-1.29199359
TXNDC15,1.065821546538582
WHRN,-1.454030682
KIF25,-1.763097515
TNFAIP1,1.1822300070436649
TTYH2,2.430641874417577
OASL,1.4560271928374906
ITGA2,-1.301793213
DNAJC22,-1.589807461
HOXD11,-1.348923638
PCBP3,3.7414294116997393
GLRB,3.986541909536271
TIFAB,3.986541909536271
NOS3,3.986541909536271
TNFSF8,3.986541909536271
MIR1915HG,3.986541909536271
AVPR1A,3.986541909536271
YDJC,-1.614362135
ZFP92,3.986541909536271
GZMH,3.271944128398519
MEX3A,-1.407206049
ATXN1,1.0893527151200462
NELFCD,-1.252562855
PKP2,-1.399066113
ZNF552,-1.37834175
ABHD8,1.7938968315938748
IQGAP3,-1.513599158
CRYM,-1.852177183
ENHO,2.571504410257427
SANBR,1.201013349931845
ARHGDIG,-2.750423685
ALS2CL,-1.403956913
SARAF,1.0535800279280303
HOXD12,-1.459522485
FCGR1A,4.308470004423633
CHL1,2.950016033511157
MAPK13,-1.264569329
SMAP2,1.1105306268117237
ATP1A1,-1.242704183
ADGRG1,-1.260163203
CREB3L2,1.1027349270407933
CD8A,3.056931237427669
CCN3,2.686981627677363
REEP4,1.8578085954140677
WDFY1,1.0282278123431943
PLAG1,-1.518313852
PPP1R16A,-1.387028972
XDH,-2.168035128
KIAA1958,-1.589487466
MYO15B,-1.268233176
STOX2,2.8345388160912215
EPHA7,2.8345388160912215
SPAAR,2.8345388160912215
FZD2,2.8345388160912215
RBMS2,1.0222363339443388
PIK3R1,1.0361474555400658
ACP2,1.0793517198988711
RUFY3,1.133027998013755
GIPC2,-1.495166629
PCSK1,-2.212766899
KIF22,-1.434005571
TRIL,2.009625522649312
ZNF610,-1.902426778
HOOK2,-1.397626765
DNAJC28,2.1189922055599197
MYB,-1.252864049
MSI2,-1.260747384
PRSS16,-1.529157929
TSPAN13,-1.269938218
ECI1,-1.348878422
FOXD2,-1.526208528
PGAP2,-1.349061122
MT-ATP6,-1.173497574
GAS2,-1.51095775
EGLN3,1.3388436534671513
SLC16A1,-1.241066125
STOX1,-1.569507899
ASAP1,1.0042439112697292
SMAGP,-1.276492496
CUBN,2.686981627677363
IGHA1,2.1240454332862058
ODC1,-1.267666044
HOXD9,-1.3826919
ZNF664,-1.249603667
FAM114A1,1.0131167818980664
GPD1L,-1.383494066
ERAP1,1.147214597740387
FBXL5,1.0510679395094509
CD1C,3.8345388160912215
P4HA1,1.0417714302566625
ZNF667,3.571504410257427
MS4A12,-2.726176138
ZNF217,-1.254382495
DEFB134,4.378859332315031
NEO1,-1.296073261
SOX8,4.378859332315031
SIGLEC11,4.378859332315031
PRRG3,4.378859332315031
PGAM1,1.061159950882855
HOXB3,-1.257531407
DHRS11,-1.568425851
QTRT1,-1.273985641
HPN,-1.778992837
SIGLEC5,3.571504410257427
OGT,-1.229942556
CYTL1,5.156466910978583
PNOC,5.156466910978583
HAMP,5.156466910978583
TK1,-1.315622931
RAPGEF1,1.0080750710859117
FAM227A,-1.630842069
TLCD1,-1.588770421
CCR6,2.478395005865945
PPP1R9A,-1.590105323
PIAS3,1.1905558015578643
SLC44A2,0.9827528199231561
CYP4F12,-2.3826919
ZDHHC2,1.245734249
ACVR1,1.1847956340370773
MT1G,-1.536298879
TSPAN14,1.0954261256881224
MERTK,1.0825970143522228
SYT7,-1.447553926
GPSM2,-1.232204578
EEF1G,-1.158796026
UQCC3,-1.341870219
KLHDC4,-1.262748995
TACSTD2,-1.475188825
PLCB2,1.121397244451332
MT-ND1,-1.160375355
FCHSD2,1.0854171596190767
NTF3,3.709007934007362
KCNA3,3.4195013168123776
STK32B,3.4195013168123776
DYNC1I1,3.4195013168123776
GPR85,3.4195013168123776
TRPM4,-1.280099381
IFT57,-1.209802311
RHOB,0.9927046486847613
ADAT2,-1.316649623
RPP40,-1.374645616
NLRP3,2.199535632870468
SNRPB,-1.245656025
GLYCTK,-1.30623984
TRIM54,-1.485690991
RDH5,-1.893876475
CHD3,1.0073927844612824
HOXA10,-1.228225256
CTDSP1,0.9978683272090607
PPL,-1.418441925
FUT4,-1.318312672
DNTTIP1,-1.244993437
ACOT8,-1.365036992
LTBP4,0.9941550936461456
TTF2,-1.378603784
DGKB,3.2495763153700654
LDLRAD4,1.1844812871481798
CCSER1,-1.418441925
ERBB2,-1.294449743
HBA2,2.6402171603414413
MAP3K9,-1.584413733
COX19,-1.366554203
FGGY,-1.52179931
CD320,-1.267508457
TRMT61A,-1.465584908
BSPRY,-1.361235836
TTLL12,-1.318455789
MT-ND4L,-1.144891103
DSP,-1.202292749
ACACA,-1.260461569
GRAP,2.5715044102574263
ASPHD2,2.5715044102574263
PER3,1.4840415690070872
PSMG4,-1.350816226
RUBCNL,-1.221350942
LRP11,-1.255177403
SH3YL1,-1.243106328
GIT2,1.2022706005917074
VPS51,-1.332595672
PAK6,-2.21857252
FSIP1,-1.472889709
ZDHHC9,-1.266911666
STAT1,0.9670457339104734
BTG1,0.9878971891482813
ST6GAL2,-1.336779421
TWIST2,3.086077583087185
PCDHB7,3.086077583087185
KCTD16,3.086077583087185
ACSM5,3.086077583087185
SDK2,3.086077583087185
CABYR,3.086077583087185
PABPC5,3.086077583087185
GARIN1A,1.885613001
POU6F1,1.6455049917012037
IHH,-1.475459069
ANKRD18A,-1.698584753
KLHL23,-1.26043377
MPV17L,-1.284998161
GRAMD1C,-1.667961524
WDR37,1.1755757339262871
NAPRT,-1.233571372
BMP2K,0.991925106
MT1F,-1.424090411
LPCAT3,-1.233016696
MGME1,-1.255091862
TRAPPC9,-1.240269183
PLA2G12A,-1.228782461
ACSF2,-1.318390035
PAQR5,-1.373078475
TRAPPC4,-1.225661945
LDHB,-1.196511511
OPLAH,-1.34603343
SLC9B2,1.2089343308727187
TMEM38A,-2.472889709
TLCD4,-1.528476471
ME1,-1.25568441
BMAL1,1.4857745362315429
CERS4,2.1564669109785832
THEMIS,3.281997793062441
ACTR1A,1.0469365075884394
RPP21,-1.24571414
PANK4,1.222170158029412
ZNF337,-1.275538017
MBP,1.3660352919574477
GABRA2,-1.721277339
OLA1,-1.237805825
GGT7,-1.359232927
CNNM4,-1.322359505
SYCP2,1.5510403076977113
METTL26,-1.220764682
TMBIM1,0.9786981113513828
TNFRSF19,3.223581107
SLC7A2,3.893432505144789
SIGMAR1,-1.253592094
B4GALNT3,-1.421717057
KBTBD12,-1.528031263
TPK1,1.5308624257600814
SCN9A,2.0120770016434086
PRKCE,2.124045433286205
SYNJ1,1.2257295734156965
TNS3,0.9529257114748102
PPM1F,1.0546646304557235
NRGN,1.5949633830814154
KLHDC7B,2.950016033511157
DHODH,-1.522231028
HAAO,-1.340268407
PLBD2,0.9933310751989097
HOXD13,-1.321379327
DEPTOR,-1.322210797
TUFT1,-1.31249647
SLC5A6,-1.247783541
GPR143,-1.627651303
HK1,1.0128932364832228
HACD3,-1.244477689
MGST1,-1.258273951
PRDM2,1.023067785561385
C1orf210,-1.529473237
FHIP1A,-1.826526664
H2BC8,-1.40172868
PPP1R9B,0.9527827265958617
HCFC1R1,0.9865419095362702
OCIAD2,-1.192290262
PPP3CB,0.9818955446799054
PDZD8,-1.186903408
MFSD1,0.9389320532914374
SMOC1,-1.685883432
CHST14,1.1179927631639472
CNN3,0.9458604040198455
PTK6,-1.509658443
ZNF697,2.0076035250641002
FNBP1,0.9865419095362706
MLF1,-1.283614662
BACH1,0.965783349
GJB1,-1.349308562
MAP3K1,1.0770542024417127
TRIM29,-1.475801305
DAB2,-1.12122396
E2F1,-1.324659779
NECAB3,-1.307235145
OIP5,-1.662960843
TMTC2,1.2452761779364385
ATP9A,-1.170983268
ARHGEF39,-1.809317374
GGH,-1.230832437
WASF3,-1.302964708
GNS,0.988581055
DMKN,-1.23917087
GGCT,-1.211831147
CMTM8,-1.302502824
PACRG,-1.998351198
CYB5B,-1.169391908
PTPRG,0.9570861080328514
IRF7,1.1248212843621177
SIPA1L2,1.0690040697282441
PLEC,0.9266088147886868
BCL6,1.3225911126682854
PCGF2,0.9689478495215322
TMEM141,-1.2213655
P4HTM,-1.305373616
GAL,-1.701514084
NMNAT2,-1.602632842
GRAP2,2.986541909536271
VSTM2L,3.464589206340915
ZNF407,1.229947508621132
CDC25A,-1.512690717
SYNE4,-1.719172751
TRABD2B,2.950016033511157
STS,1.4340008865074916
LAPTM4B,-1.167537303
ATP9B,1.0576750863953657
ACYP1,-1.444797402
PHC2,0.964402932
C20orf96,-1.283923142
HPGD,-1.224210596
RHOC,0.9409897577218631
PIWIL2,2.464589206340915
KL,2.464589206340915
EFHD2,0.9359688173164906
ENPP5,-2.213597705
PLEKHA7,-1.433789889
SESN1,-1.165880511
CAP1,1.1629219331158822
POLB,-1.27061593
FANCA,-1.283784989
FLVCR1,-1.3054847
HSDL1,-1.372918242
IVD,-1.27184219
CLEC4F,3.7414294116997393
GSAP,1.1929927870036972
CHPT1,-1.161448121
SOBP,1.199086544916371
MEF2D,1.0454355985898394
PRELID3B,-1.171187795
BTBD8,-1.337199756
MUC1,-1.277283231
TMEM52,-2.038993183
DCTPP1,-1.244826867
SLC38A11,-1.478707036
ZFP64,-1.326773055
YWHAB,-1.21093288
PTK7,-1.177007938
TRAPPC6A,-1.283710151
ADAMTS3,3.893432505144789
RNF122,2.074004751
SHANK2,-1.426726497
LNX2,-1.331752191
SLC20A1,0.9447217338416434
BTC,-1.983084441
NIN,0.9982048270618509
HILPDA,-1.319561218
HMGA1,-1.361381394
STAG3,-1.570091868
ADNP,-1.21857252
WWC3,0.991043302
IL20RA,-1.379282615
RNF165,3.571504410257427
IL1A,2.464589206340915
TMEM30B,-1.666263237
OSTF1,0.9624562910119576
IFRD2,-1.168773918
RIPK4,-1.617157154
ADGRA3,-1.257509393
NR3C2,-1.371568522
TNS4,-2.904229021
ANKRD33B,3.308470004423633
DUSP22,1.0578806912565328
SH2D3A,-1.417524472
ITM2B,0.9183290754414537
EEF2KMT,-1.462298298
SRSF12,3.1564669109785832
BLK,3.1564669109785832
PNMA2,3.1564669109785832
GRID1,3.1564669109785832
CHRDL1,3.1564669109785832
CNKSR1,-1.434120139
SPINK1,-1.370151604
WDR81,1.149094922
SLC39A6,0.9984947122980361
ARMC9,1.2065075934781788
GOLGA8B,-1.284430692
IL22RA1,-1.551878005
TIMM21,1.2363202186677977
ALDH3B1,1.1962130897713399
PPP2R1B,-1.170183594
SLAMF9,2.709007934007362
IL1R2,1.5491365972289728
CARMIL3,-1.952057546
KIFC2,-1.402500381
FBH1,0.9600696981750794
ANKRD65,2.893432505144789
ADORA1,2.893432505144789
HRC,2.893432505144789
DNAJA3,-1.187240568
HTR1F,3.378859332315031
TRAT1,3.571504410257427
ENPP1,-1.567559627
LAMB3,-1.298273012
TPD52L1,-1.342626828
ZNF331,1.1791869874786665
PROCR,1.0547134121778496
GTSF1,2.986541909536271
DDX27,-1.150031143
RAB11FIP4,-1.258424204
TBRG4,-1.196301701
TBC1D19,1.2546473049174862
HBQ1,-2.11031963
CATSPERG,-1.827666684
ACOT11,-1.337475534
CENPX,-1.235850512
KCTD14,-1.356345804
OR51C1P,3.4195013168123776
CLNS1A,-1.288080471
HES6,-1.350606922
FUT3,-1.543972807
RGS3,0.9942775583158756
LAMB2,0.9273894643093081
HESX1,1.9434731876443845
TMEM69,-1.281654201
IGF2BP2,-1.197506911
DDHD1,0.9796882384952079
EPYC,3.4195013168123776
PNMA8B,3.4195013168123776
MOCS3,-1.369505564
MT-CO1,-1.07532481
PDGFA,0.9842859355959024
DCP2,1.0145562857058668
IRF6,-1.301141972
SLC1A5,-1.146925232
FAM114A2,1.0607664945579982
DPH2,-1.291796917
CYP4F11,-1.902426778
RABEP1,1.0003477090613013
ALG8,-1.202010788
STX3,-1.131700778
DIDO1,-1.152327156
EBP,-1.216333514
CDH23,4.4459735281735675
ARHGEF5,-1.265662563
FAM111B,-1.266288245
FGD6,1.1850875889183508
C4orf33,1.2344694229798563
ZSCAN16,-1.283041595
CHIC2,1.022734561159651
HORMAD1,-1.272416641
TASP1,-1.181539392
GABARAP,0.9130471415911101
FER,1.093457113452783
MAN2B1,0.9253417530995329
CELSR3,-1.566909618
PDCD1,3.1564669109785832
KCNH8,-1.537020047
MAP2,2.365053532790001
FN3K,-1.438124291
ATOH8,3.793896831593875
CLNK,3.793896831593875
SCARA5,3.793896831593875
NRG3,3.793896831593875
ARHGAP32,-1.265215431
FAM30A,3.1564669109785832
SIGLEC15,4.308470004423633
UNC13A,3.793896831593875
EPB41L5,-1.261073096
LSM7,-1.161556729
MMP15,-1.294899739
MAGEA11,-1.571453544
ETS2,-1.11753312
PGRMC1,-1.129218384
TDRD5,-2.347358827
ELOVL7,-1.344972234
SPTLC3,-1.38972602
ARRDC3,0.9104953904853512
ACTL6A,-1.157549793
TPD52,-1.151697067
TNFRSF6B,1.947013545349634
CDK17,1.144803993453003
LDLR,-1.265215431
AASS,1.1385450029813207
PLK1,-1.303633706
REPS2,-1.227026661
RAB3IP,-1.161400563
CDC42EP1,1.0248303942606443
ST6GAL1,-1.164729409
AMZ1,3.893432505144789
CSTF1,-1.265462168
ADGRG3,4.378859332315031
HIBCH,-1.252670676
BEST1,1.7027489435356795
BDKRB2,1.1378512328112356
APOBEC3F,1.493501898256154
SH3BGRL2,-1.156416044
NPR2,1.260716872975265
P3H3,1.648125691860339
TRIM46,2.8610110274524114
CHEK1,-1.328660322
ALDOC,-1.588960262
UGT8,-1.413388697
BICDL1,-1.397162383
PKM,0.9082176905338004
TINAG,-1.585000075
NUMA1,-1.128565339
VAT1,0.9094329838385047
ACAT1,-1.149810681
TAF4,-1.152651377
TP53INP2,1.080934279811225
B4GALNT2,-1.969868822
PRDM8,2.4560271928374906
FCHO1,-1.28939998
AKNA,1.0050382531536601
ECT2,-1.152078972
SFXN4,-1.231722626
NUAK2,-1.289187569
CENPM,-1.315577704
SLC7A1,-1.182910155
HNF4G,-1.265742886
PRKAR1A,0.9011719265095559
IGSF9,-1.800054452
PRADC1,1.1947838425296853
TPRN,-1.388497522
CLCN2,-1.330798916
CCHCR1,-1.27935215
FNDC3B,0.9079392747971888
CHD7,-1.180616658
SCX,-1.826526664
RRAS,0.9239916382514188
SERTAD1,1.2842224581769557
RECQL4,-1.467633984
SLA2,1.939236194757914
TMEM123,-1.099181032
CHMP4C,-1.240457312
PTRH2,-1.353468544
KSR2,2.2089343308727187
FAM110C,-1.575802289
RPRD1B,-1.201085094
PAICS,-1.266261825
TMEM25,-1.401188244
MRM1,-1.562351336
ZNF480,-1.442301389
PCM1,0.9280158329298147
ARRDC1,-1.169207323
CDR2L,1.0930415308369499
WDR72,-1.670570377
IRF2BPL,1.0605424909800476
NCKAP5L,1.0159856874287527
DMAC1,-1.203429034
TYSND1,-1.548589435
MRFAP1,1.462979953479258
LSM5,-1.160522668
PCDHB13,1.524198695
TC2N,-1.188232492
GIMAP2,1.325343822988029
NEFH,3.7414294116997393
SUSD5,2.893432505144789
TIGAR,1.061309677938243
BIN3,1.133818172033382
KIAA1522,-1.162429442
ZFAND1,-1.122336887
TXLNG,-1.225358138
SP5,-1.282786826
WDR74,-1.135518869
ACTB,0.8718761932323702
SYN3,-1.89610114
ITPKB,1.0130836969887627
RRS1,-1.160910092
NACAD,3.2495763153700654
KCND2,3.2495763153700654
TNFSF9,3.2495763153700654
VSTM1,3.2495763153700654
NAP1L3,3.2495763153700654
DRP2,3.2495763153700654
RCBTB2,1.303571205010794
CCDC51,-1.447159434
ZNF704,-1.170326939
NT5DC1,-1.171298124
BAIAP2L1,-1.206863883
C12orf56,-1.650888011
REEP3,0.9440441374734401
PDCD1LG2,4.156466910978583
RAP2A,0.8926828584452049
CAPN2,0.874295184
GVQW3,-1.734882834
MYL12A,0.9332436833762214
HIP1R,-1.296803723
KCNT2,2.7235075037024767
ZNF385B,2.7235075037024767
TMEM38B,-1.154713749
TAF13,0.9897091886149534
NRBF2,1.0382854846302694
MCMDC2,-1.652868375
ADD1,0.9063078502364146
MICAL3,-1.179014595
STARD4,1.2417989647783445
PRPS2,-1.145369766
SERINC2,-1.177310902
PRKDC,-1.094378086
PREP,-1.145262567
MAP3K8,1.0439921817201698
NXPE2,-1.338055372
CLEC4D,3.086077583087185
OSBPL2,-1.121446329
CP,2.9340744896421356
CBS,2.9340744896421356
AFF2,2.9340744896421356
GNA13,0.9833815686429421
SUN2,0.9292087344703188
CRACD,1.233335674362853
TP53RK,-1.147041245
PRKD3,0.9545080818965572
SFMBT1,-1.155983906
RPUSD1,-1.365133529
PRR15,-1.30623984
ZBTB38,-1.083847418
B9D1,-1.244557207
CFAP92,-1.293244518
CYB5RL,-1.539341358
AJAP1,4.156466910978583
IL13,4.156466910978583
ADRA1B,4.156466910978583
CAPN11,4.156466910978583
GSTA5,4.156466910978583
CCL21,4.156466910978583
REM1,4.156466910978583
RAB41,4.156466910978583
TKT,-1.090282189
TSGA10,-1.750423685
TTI1,-1.205301448
MROH1,-1.118125032
KCTD10,1.0053028376449324
OVOL2,-1.498884918
H1-0,-1.09067149
TTK,-1.304563262
MCM8,-1.185224439
TPPP3,1.025972054364808
CBLN2,5.156466910978583
TUBB4B,-1.112993764
VPS26C,1.0420370221279738
COG1,-1.179628516
PRXL2C,1.0144017139972616
PRDX2,-1.083454233
ATG4C,1.0009689801715504
C16orf86,1.600650755916944
STAT5A,1.2402985017820534
NDC1,-1.183383092
CYP2E1,1.986541909536271
HTRA4,1.7158943195926017
VAMP2,1.0245097597352908
EIF3H,-1.087302121
IGSF9B,-1.346997476
MFSD12,1.1309318188714457
SLC16A9,-1.511708958
CTPS2,-1.145085048
PGAM5,-1.177433826
NECAP2,0.9255470379172572
ASL,-1.155680163
PLA2G5,3.986541909536271
C2orf15,-1.389324992
LGMN,0.8673656476793525
RETNLB,-1.506997563
IL18R1,3.709007934007362
NUP35,-1.366082983
PCOLCE2,1.7543684674072377
BANK1,2.686981627677363
BNIP5,-1.598420591
NUDT19,-1.239662126
NOP56,-1.107873692
WDR90,-1.237689511
WDR41,0.9319292178105778
CLSTN2,1.4691426926277487
MSLN,-1.535789603
IL37,-3.42849559
TTLL3,1.0053028376449324
ACVR1B,-1.142946167
NDUFAB1,-1.079847051
C11orf52,-1.49458478
MPI,-1.173635115
KCNN4,-1.158801848
STK39,-1.085269493
CEBPB,0.9331644441688955
NCAPG2,-1.228726077
KLHDC8A,2.3491119889209795
P2RY2,-1.364930461
UBE2QL1,3.709007934007362
ERGIC3,-1.026440393
CD244,3.308470004423633
MAVS,-1.093387259
STK33,-1.837886526
TNRC18,-1.134127977
CPA3,4.074004751
NIPSNAP1,-1.204280433
ZNF581,-1.24572526
MROH6,-1.57688743
IMPDH2,-1.10727545
PAWR,-1.077533113
TNFSF10,0.9125413280924937
EFNA4,-1.302101594
DDIAS,-1.493451032
DPYSL4,4.893432505144789
TMEM114,4.893432505144789
AVL9,-1.077500819
AIFM1,-1.126467052
MT-CYB,-1.01435144
UCP2,0.8959393607553636
C1GALT1,-1.28283188
IL17RA,1.0180528822814878
TACC1,0.8857757467504912
ACAP3,0.9529893498252435
OSER1,-1.107458715
KLC1,0.8915383165042639
WNK3,2.9340744896421356
KLHL2,0.9761999653148115
ANKRD49,-1.169320379
RAD54B,-1.416686287
DNASE2B,1.775037804342558
PLPPR4,1.775037804342558
POLA1,-1.20561831
ME3,-1.128068043
ZNF354C,1.5468423560231574
NAB2,1.0123050056013527
ZKSCAN2,-2.01345809
SREBF2,-1.090791449
ACSL6,-1.372684727
CDCP1,-1.186433188
JADE1,1.1640005836639906
DDX10,-1.215091952
TCEAL3,2.0409896935586467
PLA2G10,-1.475188825
CLUH,-1.136983837
MMP17,1.7235075037024767
PRPF6,-1.068034623
HGD,-2.261385604
ABO,-1.332377435
BNIP2,0.8801706057358669
CNNM3,-1.166796395
ALPK1,1.1506612892973775
SLC52A2,-1.135031211
SLC43A1,-1.190335853
NBEAL2,-1.100147825
TPGS1,1.0243852606809423
ACTR3,0.9030642674688467
GK5,-1.181123585
CMSS1,-1.091845989
SDR42E1,-1.531783398
FAM193B,0.9232159741674408
PWWP2B,-1.310439828
CMAS,-1.075297344
STRIT1,-1.565999113
CFD,1.6928107064795608
HDHD5,-1.21888852
FCHO2,1.0740047507866102
SLC38A3,-1.764778978
NIPSNAP2,-1.070309222
HSPB1,0.8630964267738301
ATIC,-1.092704841
MIPEP,-1.264996857
GATA6,-1.445569103
RAB23,0.9300547181897971
ZNF165,-1.394279874
SPIN3,-1.196049504
C3orf85,-2.732276338
PELO,0.9069247414729027
SH3BP2,0.9991419463159037
DNAJC19,-1.251792056
PTGS2,1.8578085954140677
B3GNT2,0.9023289056331851
CIBAR1,1.1893587925359572
COMTD1,-1.332635574
PUS7,-1.111003274
MPP7,-1.223910898
STRBP,-1.09432725
MEFV,2.9340744896421356
SETD6,-1.21857252
GRPEL2,1.321526157249079
CENATAC,-1.169376234
RTN3,-1.043205434
ZNF334,-1.26570044
FAM171A2,1.8516123294501625
ADCY3,0.9124294956021557
ABHD4,1.4064451639869304
NFIL3,0.9587300595186017
PPM1H,-1.097610731
DDX51,-1.412007467
TMEM175,1.0533734180144796
HACE1,1.034003263
MYL4,3.4195013168123776
PROSER1,-1.116143754
VEPH1,2.9194277136777327
USP53,-1.079059401
CDC14B,-1.148853181
TGIF2,-1.196904232
JPT1,-1.131198359
IFNGR1,0.882616748
MIF,-1.040284729
DMTF1,0.9007725144913077
GSS,-1.207062088
MMP23B,2.571504410257427
DDIT4L,2.571504410257427
CFTR,-1.465970295
TRIP13,-1.308913974
CLOCK,0.9999624252985919
XPO7,0.99523287
LHX6,1.7872331013128644
CYLD,0.9994809652437686
SNRPB2,-1.071320915
NANP,-1.231363121
TTC7A,0.9907664953979962
EPHX2,-1.269797844
PPT1,0.8447534150004872
LRP12,1.1393933976196413
SIRT7,-1.141782187
EPOP,-1.551878005
CYP4X1,2.4560271928374906
NOP58,-1.089310001
TOP2A,-1.126736077
GINS2,-1.231458743
PLA2G2D,3.378859332315031
EPHX4,-1.203641931
TLL1,3.378859332315031
ADRA1A,3.378859332315031
SLC39A12,3.378859332315031
NOX5,3.378859332315031
ADGRE1,3.378859332315031
HSPB6,1.6303980993109954
BMX,3.378859332315031
SLC2A12,-1.398121941
CCDC138,-1.353088187
ATRNL1,2.571504410257427
CSE1L,-1.108032904
CNP,0.9238061541883078
CHD6,-1.120455077
SLC13A2,-2.42849559
HMGCS1,-1.18993018
PET117,-1.163892184
TUBA4A,-1.159437396
RGMB,-1.086057649
FAM210B,-1.089910151
STX16,-1.052574873
ZNF766,-1.280938401
POLK,0.9350656920451845
TEDC2,-1.499957952
GPR173,1.514920881891059
MAFF,1.3981728073718642
FN3KRP,-1.105789971
BTN3A1,1.099199710305732
NDFIP2,-1.078521547
ZNF781,2.7414294116997393
UBASH3A,2.7414294116997393
KDM7A,-1.096235766
TFPI2,3.2495763153700654
APC,0.9308777344212715
ZBP1,1.3712057597715956
AGFG2,-1.480584101
MRE11,-1.117905476
KLHL29,1.0832179289479447
ZNF493,-1.240868587
ITGB5,0.8447124603835454
TRIM47,0.8914736521067317
SLC25A23,-1.150031143
PLA2G4F,-2.037304832
MAN2B2,0.9497833595261524
MAPKAPK2,0.8356752439096429
NME5,2.986541909536271
EPHA1,-1.325402097
CETP,2.986541909536271
SNAI1,2.986541909536271
IL13RA2,2.986541909536271
PRKAB1,-1.083228369
COL9A3,-1.734304019
DOK3,2.3370391566204045
PTPRH,-1.611717414
FBRSL1,-1.081937828
ST6GALNAC4,1.0923365735588675
USF2,0.838855605
LMAN1,0.847096669
ACSS2,-1.109278349
RAB18,0.8688016406077654
CAMKMT,-1.086067344
ATP8B3,3.308470004423633
TSPEAR,-3.261385604
VOPP1,0.8866004716623634
DKC1,-1.034375997
FAM149A,3.4195013168123776
GPR155,-1.249346354
SAT1,0.833213419
PRMT5,-1.411217598
GINS4,-1.545953171
CPNE3,-1.031701673
MFSD3,-1.257383673
FOSL2,1.166247931771168
PLIN3,0.9164158231456287
CLN3,-1.067534763
DNAH14,-1.099103118
PGM5,-1.13167287
PSPH,-1.104557392
ZNF600,-1.42374206
CTBP2,-1.01988794
LGALS3,-0.978064184
DNAJC6,-1.49458478
AMIGO1,-1.515958431
SUCLG2,-1.039414962
CPNE1,-1.025651513
SQLE,-1.153939314
PIGW,-1.216991485
TTPA,-1.591725939
KIAA1549,-1.248674552
COA3,-1.060506663
PAM16,-1.069311325
CEP57,-1.082236368
HMGCLL1,2.330496310753631
PPFIBP1,0.8479666796276883
WSB2,0.8558074328448719
DLAT,-1.094296368
SLC25A15,-1.170427437
LACTB2,-1.078649803
PPA1,-1.107294476
HOXB7,-1.095793023
CAMTA2,0.9454792529143843
SLC19A1,-1.275885174
EGF,-1.93099593
ATOX1,0.8598116799389222
PXMP2,-1.111171028
RILPL1,1.0503883915608965
CASP6,-1.098656104
EXOSC2,-1.12751183
CHMP7,1.0026615748995482
NIPAL2,-1.109270015
DPH6,-1.113366505
TRIM38,0.8640160171680544
TM9SF4,-1.045879568
OSTM1,0.9244457884443582
RNF213,0.83551394
STARD13,0.9316062340513849
MYO16,4.156466910978583
CSTB,0.859600079
ZNF529,-1.718002207
DNAAF5,-1.16184993
CCDC24,-1.244412525
TRIP12,0.8173295260589974
RPIA,-1.079900234
SPATA6,1.1638464413441811
FLNC,1.986541909536271
C2CD2,1.046248155660538
SHMT1,-1.256912127
ZNF587,-1.409386767
SESTD1,0.8860817277570581
NUBPL,-1.145652703
CCL7,3.571504410257427
STT3B,-0.969260356
PNPLA4,-1.191319352
GZMM,2.5715044102574254
NAT10,-1.157354383
SETMAR,-1.198737339
ZNF195,-1.267958258
TNFRSF8,3.571504410257427
ENTPD2,-1.706480337
NDUFAF8,-1.011007444
ACTC1,3.4195013168123776
TBC1D12,1.0446448640998387
TMEM121,1.6418937381488252
