SYMBOL,Log2FC
GPR1,-2.19390192
KRT20,1.21633741
CLOCK,-0.937016322
HSPA1A,-1.223746431
NUP155,0.9723191121812311
EPS8L1,1.1313013064225608
EXTL2,-0.948161137
RAD51,1.808913095109391
RPUSD2,1.2095132111644276
WFDC3,1.619879270719374
ANKAR,1.1280261743897002
PPP4R2,0.9963430653242451
ETFA,0.9425024728429685
TMTC4,0.9750372967990941
ZNF491,-2.345905014
STEAP3,1.0211839795084448
PUF60,0.9351221545026278
TTLL6,1.8965886134502448
LDB1,-0.836444765
PIK3IP1,1.0798936787166022
SYPL2,-2.371900222
PRAG1,-1.071594939
MCTS1,0.9501236021513564
VAMP4,-0.925035069
HECTD2,-1.153612199
KHDC4,0.9563531008045159
SLCO3A1,0.9760230809446497
EMP2,0.9760230809446497
PELI3,-1.523547929
LIMD1,0.9615879906810805
SGO1,1.2328561476101276
ZNF613,1.2328561476101276
ZBTB4,-0.870820131
PRKAR1A,-0.793886
FAM71F2,-1.620621225
MTFR2,1.3533279328683863
NCBP2AS2,1.0723914754168815
ATP5MG,0.9151068246505756
ZSCAN31,1.2829490124927654
PUS3,0.9894549557501922
HMGN5,1.1013115543845897
LEFTY2,-2.760942513
ZNF554,1.282410324936234
PAQR4,1.3151604658642357
PRADC1,-1.078719884
PELI2,1.1180420858170779
NEIL2,-1.32136283
LRIF1,1.022458653934934
MID1,1.0479729228236643
TMEM134,0.9449159025382272
CARD16,-1.654743109
AKAP13,-0.799808873
GALE,1.1039758119116465
MROH6,1.2785858509650803
RPUSD3,1.1601270175567233
DPF1,-4.60893942
CCDC78,1.5120759811848599
GRIN2C,1.5120759811848599
DPH5,1.0228896859826246
TONSL,1.1754671693070167
NAXE,0.9568295157113389
NUP85,0.9373396063610784
RAB37,-1.786937722
FCGBP,-1.429233398
CCDC188,-3.439014418
TRAF4,0.947301328
IMPA2,0.9620838899867756
CDK8,1.0048203452520852
SOX8,-3.831331841
C1GALT1C1,0.9640733244879378
NUP37,1.0003427601400627
ZNF670,1.3716082175573217
ZBTB3,1.1761626954339697
DHX9,0.9354437392488548
TMEM14B,1.0110185023008542
TWNK,1.076574379
GOLT1A,2.2614252998068984
TMEM163,-3.439014418
UMAD1,0.9749428150455142
SLC25A1,0.937775612
PLIN3,-0.853477482
AFDN,0.9254124528828007
SERINC2,0.9691084047251195
IL15,-1.328831501
U2SURP,0.9146225362805063
SS18L1,0.9697911272331359
SCLT1,-0.916715952
GORASP2,0.92526978
ZNF44,1.07054068
RNF26,1.0070499765652743
TCTE3,1.4508026639153835
FMC1,1.1242063032328948
BANF1,0.936852484
SLC66A2,-0.978380053
MIB1,-0.844155881
MXI1,0.9935431799876673
CLYBL,1.1010356605113882
ETNK1,0.9271476477135452
RPGR,1.036839082129247
GTPBP8,1.1807135005476388
NOL7,0.9484840573463678
WDR75,0.9399036551379978
CLBA1,1.2719559672990677
MFSD1,-0.785858668
MAP6,-2.19390192
ABCD3,0.9738221727513787
FAM117A,1.1038840228204183
SUPT3H,1.0472300314370688
C1orf112,1.0293213071046994
C17orf80,1.3066683929331209
AQP7,1.9456494319011313
PID1,1.0195597292282992
SDHAF4,0.987821652
PDK2,1.0015581730517873
LANCL2,1.0191432973144696
PTPN21,-0.983713049
CYTH3,-0.817642487
NOS1AP,1.8551686860702645
OBI1,1.0986423676086057
ELAVL4,-2.439014418
TIGD5,1.0485576806676038
DCAF4,1.0525646358176424
GPR174,-2.917061715
GLCCI1,-1.114174728
HTR1F,-2.509403746
SLC25A28,-0.901357632
PRKCI,0.9437053606719212
KDM4A,0.9748439267793838
C16orf86,-1.424514849
ACAA1,0.9367026373805731
PGAP1,1.0599941212788968
MLYCD,1.064680700765046
NAPEPLD,1.1824739584120758
PPFIBP2,0.950397273
POFUT2,-0.889675827
PHC2,-0.790720779
HSDL2,0.9517150075413743
YPEL4,-2.724416637
ELL,-0.923782631
METTL8,0.9995585954054391
RBM43,-1.008546878
PSMB8,-0.783607675
CAPN11,-3.831331841
SRGAP3,-1.52440591
MFSD12,-0.976223788
TFAM,1.027201804870213
ADAMTSL2,-1.023976919
BCCIP,0.9211453941586658
SPRY2,0.9216959185552924
MTA1,0.9197548612979043
VAV2,0.9657790494478462
PI16,-2.386546998
ESF1,0.9127553414824039
SUMO3,-0.779261344
CENPW,1.1122887710357308
DEFB134,-3.831331841
PIK3C2B,0.9858516983127581
NUP153,0.9317756035478606
OSTF1,-0.80396087
OTUD1,-0.986502214
IRF8,0.9096944527836541
BRI3,-0.767021682
PON2,0.9080446956766006
RTN4,-0.77595869
STARD4,-0.974346151
MED23,0.9365778572300645
FOXM1,1.0455081812659337
HCN3,1.3751941747644727
SHC4,-2.386546998
KLF7,-0.887240582
KAT2A,1.0953220093169946
UCK2,0.926335957
RPP25,1.0315577579083035
SIRT2,-0.835987202
SPTY2D1OS,1.2014431949786664
LMAN1,-0.776702258
AFF2,-2.917061715
KIAA1586,1.0071989768278273
NINJ2,-1.321657468
F2RL1,1.0885769031578194
ZMIZ2,0.8967543309406936
SLC35A1,0.9597335397174254
TMEM260,0.950171203
FH,0.9459658470884698
GRK4,-1.518741611
ATP6V0E1,-0.778693916
TFE3,-0.81365733
RAP1GAP2,1.1141693737143017
TMEM205,1.029982064338637
ZNF84,0.969791127
REC8,-1.096908442
UTP23,0.9153872832058552
GABARAP,-0.773074776
ANLN,1.2263979148069781
NFIL3,-0.868127103
TXLNA,-0.805441973
SH3TC2,1.6427796728294535
LMAN2L,1.0838263704791649
OXSM,1.0838263704791649
ILF2,0.9030104212748498
ADK,0.9321734686191441
POP1,1.1053060978896152
PACRG,1.3452568906103695
PLOD2,-0.77654362
DCC,-3.831331841
RAB30,-1.480355214
CUTA,0.9027953488612197
ZNF766,1.066055281807122
SMG1,0.9522121196735807
TCP1,0.9284658283675755
HOXD4,-1.080560447
AHDC1,-0.888889296
SYPL1,0.9456494319011304
ZNF850,1.4905962537744086
ATOH8,-3.161480443
NETO1,-4.023976919
FOXRED1,1.1422153635106325
TAF6L,1.1498525368428778
ABHD1,2.3683405037234095
PRKG2,2.3683405037234095
ZNF354C,-1.529212227
COG4,0.9312351591978123
GZMM,-2.439014418
TXNRD2,0.9408452481713532
DNAJA4,0.9320797333570523
TRMT5,0.973245996
COPS8,-0.952592286
CDKN1C,-1.480834594
TNIP2,-0.821933143
ANXA2,-0.756950189
ZPR1,1.0015581730517873
CUL4A,0.9159020885070785
SESTD1,-0.817675397
INTS4,0.9266953685810813
MKKS,0.9314766419913876
TRIP12,-0.769257781
LRRTM1,3.3683405037234095
PLGRKT,0.9819723472758364
OSBP,0.9022095103302079
RPAIN,0.9348879516669464
KIF18A,1.1968992698337182
SRSF1,0.9930965943035917
MYORG,1.3174913622276563
DMTF1,-0.811629927
ZBED6CL,1.1313013064225608
NOL11,1.166887420079325
TCP11L1,-0.916715952
TMEM126A,0.9365198891905688
THBS3,-0.831973752
CMPK1,0.8867777941439559
PROC,2.3910605802234937
JRKL,0.9523070119708423
SNU13,0.890020563
PLPPR4,-1.580370268
TSPYL4,0.9973724011380831
RHBDL2,1.3647201880447133
APOM,1.7129886751108563
STRADB,1.1854764465735999
ENPP4,0.9615763098383852
ACADS,1.1710390633497925
DCAF11,0.9224420407398055
ZBED4,0.967739642
SLC25A33,0.9702407283506433
ATP5MC2,0.8800948531522357
VWA8,0.9324767772417633
PTGDR2,-2.130892123
DYRK2,-0.795948963
NUP43,0.9420029720121459
CMC1,0.973039223
FBXW7,-0.794449052
FAM8A1,0.9730877899201031
PMS1,0.937342613
ITFG2,0.9578757342343902
ATOX1,-0.783706044
SPATA2,1.1865900668843077
MUSTN1,-1.854051918
GIPR,-2.898446037
CCDC152,-2.60893942
RETREG1,1.2401305214436702
GUK1,-0.765923896
PPIG,0.8931820120069953
ZNF268,0.9826258157688974
ARG2,1.3835269075380863
CCT4,0.9268754316155619
TMEM150B,1.5826806527651236
MCM6,0.9512764186089644
TOPBP1,0.9438426751954996
MPG,0.9601400393379942
PNO1,0.9905226506397646
LRP6,0.929739533
E2F4,0.8956643785766221
RTF2,0.8879669042794536
MFSD4A,2.145948082386962
HES5,-4.60893942
SLC3A2,0.8794795043986561
NONO,0.9013257136670481
ARFGAP2,0.9334859668856739
HYLS1,1.0773064167818305
EXOSC8,0.9635800183114114
CAPN12,1.7009158428102813
NUP93,0.9166946300527079
TGS1,0.9255801413559048
C16orf74,-2.023976919
DHRS12,0.9444683470698045
PRRT2,-2.258442173
ZNRD1,0.9909734224106215
PTPRT,-2.230427797
ARL3,-0.912555636
KIAA1324L,-2.345905014
FARSA,0.9173953509739414
SNAI3,-2.365013837
ZNF485,1.3044940216987833
GSTA4,1.1588871380944594
AURKB,1.1588871380944594
BLK,-2.898446037
CPSF1,0.9473304050489384
BMP2K,-0.776507816
SLC25A37,-0.883114383
BAG6,0.8505581039356467
TM4SF1,0.8808802794006398
TTC19,0.9627669842423829
ACAD8,0.991129973
SLC16A5,1.0316154069079673
SLC12A9,0.9462757375505975
ITGA7,-0.984010512
FAM217B,0.9696815540708235
DHX36,0.8847581622604817
SLC17A9,0.9503972732691555
PCCA,0.8965886134502448
EHMT2,0.9217119610668254
PHACTR2,-0.801000765
MGMT,0.926071259
TMEM62,0.9872503363679037
HEXB,-0.770304334
TFPI2,-2.871973826
N4BP2L1,0.9624340161966947
NOVA1,-2.871973826
NLRP12,-2.871973826
RALGAPB,0.8904473492385754
SYN1,-2.871973826
ANKRD55,-3.439014418
TRMT13,1.0078719469839887
SAYSD1,1.0078719469839887
TM9SF2,0.8426260622651665
C20orf27,1.357452187580674
TRMT2B,0.9760230809446497
MAPK15,1.730910583108118
TMEM164,1.0138445463796169
RAB24,-1.580370268
TPD52L2,0.8748366537452048
PPT1,-0.760695667
SUSD4,-2.760942513
NUDT17,-1.423584378
NCBP1,0.9232714141693092
VMA21,0.8922101729396701
MAGED1,-0.790696182
RBMX,0.9014557365625722
TAB3,0.9439190628290595
ZNF646,1.1098788276794398
FNIP2,-0.904677991
ALDH7A1,1.0306672969968602
CENPH,1.191751772000087
LCN2,1.1044288129486945
HIST1H2BB,1.3683405037234104
ARMC4,-3.760942513
HIST3H2A,1.0797143839868744
RYK,0.8969692717745876
TNS4,1.8125243486617704
CD99L2,-0.958252737
NCOR2,-0.753984963
MBP,-1.066412185
PRDM16,-3.60893942
ARFIP2,0.9201946926326281
HGS,0.8756681386151155
TRIM28,1.0102929830293954
CCDC112,0.9649070487504758
SOCS6,-0.83043936
EHBP1L1,-0.745236733
TTLL3,-0.88231577
TSPEAR,2.3217979177863803
PDE3A,0.9122079833472059
TRIM27,0.8759561258407271
GSAP,-0.940721415
MGST2,0.9213878243678044
C16orf91,1.1842943940364448
C16orf70,0.9186637015023704
RBPJ,-0.822800984
TMEM255A,-3.760942513
NSFL1C,0.8856434693087403
NDRG3,0.914933027
ATP5MC3,0.8991543175603791
CCNL1,0.8796417278686066
NOX5,-3.19390192
ZNF660,1.1646846449685482
DYRK1B,0.9565167665931664
ANKS6,1.0116469906753718
PPP2R5E,0.8753668674998201
UROD,-0.817145935
GREM2,-2.831331841
NOLC1,1.0021753688006179
SPATA24,1.241367647465644
GGA3,0.9104546153931077
RIOX2,0.9317394578939044
GATM,-1.110688552
HSD17B11,0.873484919
ANGPTL1,-2.175980013
LHX6,-1.580370268
ANG,1.0057704243387011
ACVR2B,0.9690026532668767
BRD7,0.8682669005887669
TFB1M,1.0050341676037178
RSRC1,0.91802753
LBHD1,1.1183169634097716
TOMM22,0.9055933182085654
IARS,0.9384473994950868
GABRE,1.0322913005913952
LRPAP1,-0.757637368
CITED4,0.9655813342230024
EFHD2,-0.754040588
TP53INP2,-0.881796908
PON3,1.463288907778673
GNRH1,-1.936514078
COL4A4,-2.724416637
SIAH2,0.898468491
MGAT4B,0.8600222098169619
LGALS8,-0.812358969
ABI2,-0.813266303
COL22A1,-2.801584498
RMND1,0.9119790265332961
TBC1D4,0.9468767352851337
FOXP4,0.888210406
CD164,0.8846827694062243
SUSD1,0.9271942381138629
ANP32A,0.9886969109797601
ANKFY1,-0.785190059
KIF15,1.1015539630285085
E4F1,0.9441869938226439
NSMCE1,0.8705189458374636
TREML1,-3.023976919
COX6B1,0.9704919749714209
ENDOD1,0.9623481440475734
SLC26A2,0.8865447608289223
CPSF6,0.9102785757243481
SCCPDH,0.8973889990690473
SRRM5,3.3683405037234095
CYP2R1,0.9444404357347702
RBM12B,1.0285911317488035
ZNRF2,0.8691078770281377
SCAND1,0.9258692414552412
C17orf107,-3.023976919
PCDHB4,-3.023976919
FCGRT,0.856943098
COQ3,1.1707799353668973
TMEM14A,0.9025673582122864
VSTM1,-2.801584498
ARAP2,-1.089071947
TSPAN5,1.010669223751541
ZNF823,1.0775611074067122
YWHAZ,0.82472608
SLC25A34,-2.898446037
WDR6,0.8706904209302566
GNPTAB,-0.850240304
CRIP3,-3.345905014
HSD17B14,-1.240788308
LYPLAL1,0.9409761338454485
TRIM46,-2.139454136
LSM2,0.9113744410078137
ORC5,1.006185051454902
NPAS3,-3.24636934
GSTZ1,1.1143261032137373
LMTK2,0.9760230809446497
AC007906.2,1.5100016529470013
EFCC1,-1.212738563
TBL1XR1,0.8499774889709641
RND3,-0.906035662
THOP1,0.9369535162660574
CWC15,0.8609311472874226
USP44,-2.371900222
TOP1,0.8550212390834844
SUMF2,0.8506498273822136
PPME1,0.9337948455553526
PIGX,0.9099819197513392
ZMYM3,0.9633439468739038
SRPX2,-0.763930867
ELOVL2,-4.023976919
SIVA1,0.8883329827839765
SMDT1,0.8621551163863708
TBC1D32,1.125770200449331
BEND3,1.2841453763069817
ATP1B1,0.8755435709161583
PSMA7,0.8252662225726168
ALDOB,1.9760230809446497
ZSCAN2,0.9760230809446497
USP3,0.868475594
ZXDB,1.538959275335806
FLCN,-0.897599633
MB,1.8667940111898922
NCAPD2,0.9398028930318958
SAMD3,-0.998441827
MAPKAPK5,0.8767057163963297
MAGI2,-3.19390192
NRTN,-2.554491636
TMPO,0.9377061493935477
ATRN,0.8734417013494373
TEN1,0.8924136482938949
MT-ND6,0.8189519669217211
NUDT2,-0.873335501
TOMM7,0.8212136686680356
KIF23,1.0149420702369518
COIL,0.9699992933168797
COBLL1,0.9057919346268859
KBTBD11,1.4447925641612835
CCDC15,1.4447925641612835
CCT3,0.8869491897883246
OGFOD1,0.9056849842118266
FBLN7,-3.023976919
ADRA1A,-3.023976919
FIGNL2,-3.023976919
UNC13A,-3.023976919
TREH,1.5500144638448017
RBBP9,0.9827699133852343
MTHFS,0.9609161885544415
ADGRG3,-3.60893942
VARS,0.8632476126987556
APOLD1,1.0282793180760734
KCND1,-2.538550092
CKB,0.89105685
BMP8B,1.1776569421143002
ICE2,0.9360737008969426
IBSP,-2.871973826
SURF6,0.9852416109740281
FAM241B,1.3854140170823515
RBM15B,0.8666554570442009
GLMN,1.065216810274105
TMEM126B,0.9066170735781229
MEF2C,-0.817047615
PIGL,1.0329592458975014
MAB21L3,1.5702041116951841
PHC1,-0.807736725
BBC3,0.9320797333570532
NDEL1,-0.809064463
PROCR,-0.837322279
ARPC1A,0.8795415790906689
FASTKD1,0.9091235558760165
SPATA5L1,1.1011782122669391
TMEM87B,0.8646162237119652
MAPK14,0.8647492784232416
BEST1,-1.363463385
BCAS4,1.182874651385319
CBX8,1.1367589109323015
PLA2G15,-0.930109996
ZDHHC3,0.8590825354340583
PDSS2,0.9200666749706343
VPS26C,-0.853044097
TMEM223,1.128513489050941
TBCE,0.9526226483645726
BUB1,1.0279351695871197
CENPU,1.0279351695871197
TMEM165,-0.816819011
LIN7B,1.1613781229565685
THPO,-2.483408538
LNPEP,-0.8163815
MSRB1,1.0197003331872896
EIF4EBP3,1.1413608128913104
ATP6V1FNB,-2.023976919
MRFAP1,-1.195743267
RBM41,0.9582726788072309
HEBP2,0.8880653280099384
IMP3,0.9638140232494319
TMTC3,-0.807485099
MAEL,-3.023976919
SLC35D2,0.8820622778616602
ZNF26,0.935381096
ZNF558,1.024117369145694
KALRN,0.8764364926387089
XBP1,-0.729669316
CEBPA,1.051790588562615
FCAR,-2.130892123
SFTA2,1.6262770419175254
SLC35D3,1.6262770419175254
ZNF768,0.8909064673066993
CCNF,1.0548001943287666
GSE1,0.881240016
CTNNB1,0.8896982811202783
MAPKAPK3,0.8591375882732097
SMS,0.8422599651636915
TMEM218,1.0161802074166326
SAP18,0.8477624061052187
GTSE1,1.489092663
MRTFA,-0.783335125
MIER2,-1.066412185
CHRNA5,1.4089824882207562
SEPSECS,0.954763962
CCDC47,0.8471831120371092
TIMM8B,0.8442277728614216
CCL26,-3.023976919
RANBP17,1.0111137454130112
SLC39A14,-0.928217936
DEPDC4,2.2614252998068984
MECOM,0.8829136765531684
ANO4,-2.60893942
STXBP2,0.8848359886841974
UCP2,-0.746145511
CENPI,1.1559321709595842
SSX2IP,0.965248609
TBL2,0.8794435725569194
VWA5A,-0.879875693
GOLGB1,0.9128292544574554
ATF3,-0.851971607
BRCA2,1.041689998593645
ENTPD5,0.9294026944283749
ZBTB21,-0.8845025
MTX2,0.8957924680512592
RPE,0.9069212989137121
SLC51B,1.738523767217993
GNB1,-0.751723983
MYBBP1A,0.8940542341583688
KIAA1143,0.8721872699601092
ZNF280C,0.9633862552667241
KRBA1,-2.471435896
SPCS1,0.8354403762766003
PCMTD1,0.8114847447045659
MVD,0.9939449889419123
ZNF322,0.9072496611644221
GDPD3,-1.13718753
NHP2,0.8379115519707594
WDR31,1.2513010825331898
IQCD,1.6902685986107722
DPY19L1,0.86717094
ACAD9,0.8997874951175637
CD200R1,-2.371900222
PRDX4,0.841896917
ZNF75A,0.8910415574365684
RAD21,0.8819610881785866
ZNF233,2.084547537722818
FKBP15,-0.858276503
SCO2,-0.791686037
GNPDA2,-1.212422008
C2CD5,0.859378162
CTPS1,0.9270062607363387
SLCO5A1,1.071180314
PGAP3,0.8859799796009513
EPN3,3.223950594388235
CNBP,0.8316702469719157
XYLT1,-0.860310908
SRSF12,-2.313483536
CLEC6A,-2.313483536
RBM47,0.870788361
COPS5,0.8697927548197266
PATL1,0.8540009846379291
ZCCHC3,0.8965886134502448
CCDC7,-1.015414906
AMBRA1,0.8786432391749397
DTD2,0.9306462873372698
C2orf72,1.5489127493652317
MBNL3,0.9156258013006937
NETO2,0.9494382953536888
PLB1,-1.50460276
PTPRO,0.9361971004514613
ZNF281,-0.811591671
SGO2,1.0122432688574028
TRAIP,1.2086838377349247
SEC31A,-0.722843875
SOX4,0.803690835
BLCAP,0.9117020999777932
DDB1,0.8520480847391609
NYNRIN,0.9433858731522982
WDR7,-1.772438152
UBE2I,0.828866268
MRI1,0.9090361012619272
UQCRB,0.8304323235670683
NOCT,-1.003218359
FFAR4,-3.19390192
TMEM106B,0.8330153644121272
MAFK,-0.796441194
RHOF,-0.944409662
ZNF772,1.3315037355430386
MMP24OS,0.8394744152882709
UBOX5,0.9530397629438108
PDZRN4,-3.023976919
COA6,0.9409910647898876
NCOA1,-0.764471325
SCRIB,0.8588446043638576
TAPBP,-0.726667714
LRRC8B,0.9665003068261431
HSF1,0.8286897471487329
DES,-0.828757897
KLF15,1.4571497706812657
SMAD3,0.8655047697158151
LCA5,-1.138435644
GALK2,0.9074769295929812
PSMB1,0.8037569053587388
ADPRH,-0.914352428
CNKSR2,-3.439014418
THAP12,0.8564414651919776
CYP4X1,-2.24636934
ALG6,0.9280430520428276
RBL1,0.9811663842206091
PYCARD,0.8768898889253984
FUZ,1.047143072331477
ZNF280B,1.3910605802234945
SPIDR,0.8935609207526767
RNF11,-0.745895387
NME6,0.9813173806141631
ATP5MPL,1.166887420079325
S1PR5,-2.313483536
SDF4,-0.718279067
TEX10,0.9135853722955858
LPCAT4,0.9360250130127303
TMEM229B,-1.077416178
PNRC2,0.8361284985454658
OAS1,-0.716710122
PPP4R1,-0.726591008
DIXDC1,-0.838945025
HOXD8,-0.804967137
DCP2,-0.796843465
DCPS,0.9710050061780251
SRP68,0.8427245864374693
HMCES,0.8692387396560921
VDAC1,0.8325935214118805
MBOAT7,0.8538389659909074
RPRM,-3.023976919
EZR,0.831465666
MDFI,0.901152795
UPF3A,0.869651777
TPST2,-0.923516737
DGUOK,0.8417100042773091
RB1CC1,0.8245964890221118
AKAP5,-1.278549746
JAGN1,0.9538614310204911
PAK3,-3.831331841
GSPT2,1.1221799164540123
TMEM184B,-0.709886799
ARRDC3,-0.713282324
MIS18A,0.9685928754691613
UBE2V1,0.8208085115903732
PARD6A,1.1405948478927552
PLA2G2D,-3.345905014
CDC25C,1.4070728982121246
IFT46,0.8800311680200474
LDHD,1.4070728982121246
SFT2D1,0.8519170829676188
ATP8A1,0.9760230809446497
RYR1,-1.734470302
GPC2,1.181137510849262
VAMP3,-0.721545
ZNF582,-1.60893942
UBE2O,0.8688290145471518
PRMT1,0.8430757578650647
ALKBH2,1.0398197315256184
GPR89B,0.9707864325785023
RNF141,0.8514892238077905
C17orf97,-1.278549746
PPP2R2A,-0.754980955
DPY30,0.8522983093150844
SUPT16H,0.840399146
PMM1,0.8615332862262979
ADSS,0.8269648326184571
EIF4B,0.8174558778421073
TNFRSF14,-0.775156372
NUP205,0.8517724323647049
SOX6,-0.912084039
PAQR8,1.0786381474275357
TRIM38,-0.737672734
OPA1,0.8278398586564037
SSTR1,1.6625236081278683
FAM13B,-0.776325546
DENND2C,-1.924441246
STAMBP,0.8453304937450121
TMEM220,-1.133205989
MIXL1,-2.60893942
SCN3A,-2.60893942
KCNMB2,-2.60893942
PEG10,-2.60893942
RHOU,0.9545336579704307
SUN1,0.8414632330596645
MAGEF1,0.8810978235244082
HBB,-1.953587591
KRTAP26-1,-4.60893942
P2RX1,-2.130892123
PMAIP1,-0.960551539
ORMDL1,0.8404504453360211
MERTK,-0.767506623
MPPE1,-0.847654146
COL9A3,1.2826844191787021
GIMAP2,-1.10780851
USP7,0.8437803625493823
CUL5,0.8315340411569063
SLC35B4,-0.865279173
CEBPD,-0.735819561
NMRK1,-0.807352978
SH3BP2,-0.807768369
NFIC,-0.720512887
KCNK10,1.8829136765531693
SHROOM1,1.0096538588259305
TFDP1,0.8938847943741717
TEX264,0.8797671212363039
ECHDC1,0.8631504217317385
ZNF785,1.151465087354528
SMC4,0.8344468695815204
EBAG9,0.8308829737929533
C19orf25,0.9063454335943089
SPAG5,0.955330686
GSDMB,0.9411588175891215
CEBPG,0.8729700670714955
RAD51AP1,1.1298284170236848
RBBP7,0.8436245454391105
SPSB4,-3.760942513
CEP78,1.0129742171175415
CHPF2,-0.769047563
CARD17,-3.023976919
CAPN9,2.042112271402422
ACTG1,0.7806089137819052
VNN1,-2.483408538
ZNF444,0.8972689695302378
FBF1,0.9013842800518939
TPMT,0.875771607
OARD1,0.8648332219278121
NEK7,-0.731819332
HNRNPA3,0.7820459975148815
HTR7,-4.345905014
TMEM114,-4.345905014
SAGE1,-4.345905014
NDUFAF5,0.9286498226825435
SERINC3,0.7854583134433011
LETMD1,0.8822409346240327
HPRT1,0.8551686860702645
CDAN1,1.1115380516011308
TUBG2,-0.902347475
WRNIP1,0.8399615313686213
TMEM181,0.8296036647040279
METTL2A,0.9403991712139286
HPS4,0.8836155471780005
DECR1,0.8209479232467758
GAS8,0.973245996
C1orf35,1.093131383943514
MTRR,0.9472640879632257
GOLGA8O,-2.023976919
PEX2,0.8343209081896452
PHLPP1,0.9851637348011186
TUBA1C,0.8108646224167209
LTF,-1.789511665
BRAT1,0.8744520978049719
GNA13,-0.786327832
SNX7,0.8802018429710721
NFIX,0.8297336386939933
RCE1,1.059236449193631
NAA30,0.8400215823599466
EEF1AKNMT,0.8642128308754868
ZFP2,-2.149507801
NOP2,0.8642128308754868
CC2D1A,0.8994017993417369
SLC6A9,1.0980136053232599
C4orf51,-3.60893942
ADARB2,-3.60893942
PANX2,-3.60893942
RIT1,-0.86946697
URGCP,0.8814985758601246
POLE4,0.8850494208971593
NUP133,0.8462276523299774
MTAP,0.9079080560200374
SLIRP,0.8829136765531684
PPP1R3D,1.0634859221949897
PJA2,-0.698858196
TYW5,0.9221029421271529
C15orf61,0.9049399828831666
NEU1,0.8192975772571964
TGFBR3,0.9652163259880666
MYO1D,0.8173981119347569
ST8SIA1,1.085144803324762
KBTBD6,1.234757349344819
DAP3,0.8144583743550746
RACK1,0.804967557
EOMES,-2.149507801
EEFSEC,0.9101351452881925
SLFN14,-3.831331841
NHLRC1,1.1459480823869628
UBA2,0.8260048391617754
GTF3C2,0.9056337530532517
SRA1,-0.738677746
ZNF879,-1.686941932
IRF5,-1.037152308
KLHL35,1.2979511758320124
TIMM44,0.8521389232044996
KLHL36,0.8792380184097706
NUDCD1,0.8446581575431669
RANGAP1,0.8336299816734214
CTU2,0.9404577209609339
SOX14,2.223950594388235
NUCB1,-0.694097985
ZNF7,0.8975692048496882
DDX55,0.8975692048496882
CR1L,-3.023976919
EIF2B5,0.8532506988233539
ALKBH8,1.0613082688896185
ATG4C,-0.788956889
NIN,-0.742441013
RETSAT,0.8758242517668489
RAP2A,-0.699968514
TRIM47,-0.729793815
UPK3A,2.5306119326222873
P2RX5,-1.296995413
PCDH19,-1.216621997
AGO2,0.8188074925398512
FAF1,0.8255805014872171
DENND5A,-0.791029316
EMC9,0.9132873255966869
H3F3A,0.770543144
PA2G4,0.8256888078602178
SNRNP200,0.8098110983859219
SULT1E1,-2.345905014
LRRN3,-2.345905014
UBQLNL,-2.345905014
NTF3,-2.345905014
RNF166,-0.854051918
TMEM42,0.9923248932737501
WDFY3,-0.735578448
ST8SIA2,-3.023976919
SPG7,0.8030068097511864
IFT122,0.9210968704410565
SCT,-1.196157894
ALDH9A1,0.8308567131691369
PLCB3,0.8589537776089866
FARP2,0.8546799958242239
MPZL2,0.9496476655203523
PFAS,0.8976351822599336
RNASE2,-2.483408538
ARMCX5,0.9069992950774814
RDH5,1.140211712837818
CDCA7L,0.9539967746146507
MTMR4,0.9539967746146507
MED14,0.8173253349255916
NSMCE4A,0.8685174554766641
ANAPC7,0.8269290667759965
CIT,1.0094460824820999
NT5C3B,0.8230751528036948
STARD13,-0.76503361
NGDN,0.87031364
WDR5B,1.0513112082488867
DNAJC5,0.8183003265426749
EFTUD2,0.8217991498540842
NKAIN4,-1.728521036
LIMK2,0.8268796416388398
SLC15A1,2.1724202937481536
AAGAB,0.8229615171359876
LRRC37A3,1.2130622782454994
BICRAL,0.8563354431422585
RBM5,0.8130585812325437
TNFRSF10B,-0.780825938
TIMM21,-0.895652822
ZNF540,-2.204549165
IL7,-0.993388599
AGAP2,-1.130892123
AIG1,0.8483405280057417
APBB3,-0.903977143
PNPLA6,-0.731000198
GMEB2,1.0254917572089495
EFNB3,-2.538550092
POLD1,0.9001229665853918
FBXW9,1.1080514746284331
JMJD4,0.9047881761759307
SLC2A6,-1.831331841
PACS1,-0.718396818
CHGB,1.4614499081148917
CETP,-2.60893942
PRKAG2,-0.816005013
MYO19,0.8646386181585974
SLC41A2,-0.78168494
FAN1,0.8908333398494062
E2F7,1.5340185340655363
NABP2,0.8318765206934433
MIF4GD,0.8846000531810558
ACRV1,1.8439195449373056
GPD1,1.9760230809446497
BAG5,0.8176574852760607
BDKRB1,-1.571464714
MPC2,0.8686998173334679
MB21D2,-0.863203616
TAFA1,-2.554491636
MTG2,0.9161332118540253
CFAP47,1.766100011570419
RUNDC3A,1.850492199
HS6ST2,0.9792982129775103
H2AFX,0.8738685369501615
MTERF2,0.9295987438532984
CHD2,0.8053968386991812
AUH,0.8646781051041019
PALB2,0.8944093153909982
TLE2,0.8716864211299145
ZC3H18,0.8273557
FAM107A,-2.161480443
CLASP2,0.8326342120279606
PCDHGA3,-3.023976919
NOL4L,0.8390715032733294
LRIG1,0.7924420854304906
KIAA1211L,1.0783847985743282
