SYMBOL,Log2FC
VASH2,0.205832974
ZNF398,0.205832974
GBE1,0.21191134476532092
MTSS1,0.19614889530915214
CLN5,0.20225552328891538
ALS2,-0.162226857
SCGB1D4,-0.886473395
THAP4,0.20446454695390326
GLIPR1L2,-0.500414963
OTOGL,-0.500414963
EYS,-0.439014418
TEX19,1.1459480823869619
TIMM17A,0.19270801580467545
DXO,0.2516575235580776
TAPT1,0.20241188999139226
PCDH1,0.18775251921822456
KIF20A,-0.209532572
ARMCX6,0.21703118044844416
PIK3CA,-0.148949807
CTSF,-0.157076055
COQ8B,-0.166868962
MXD1,0.22395059438823584
PAQR3,-0.177782255
OGDHL,0.5609855816658058
UBXN11,0.20908242733295435
NDUFC1,0.18843141370847505
GOLGA1,0.21068433961436117
STUM,0.619879271
CDH26,0.7833780030022535
CYB5R4,0.1832556951100921
SPATA12,-0.439014418
FBP1,-0.136672791
MAP4K2,0.205832974
BTBD6,0.1925149008414131
PSMD12,0.19773738474058078
BHMG1,-1.023976919
TRIM64B,-0.500414963
RALBP1,0.1833324499821205
C12orf76,0.28414537630698167
TRIB1,0.18972977441487515
CSNK1G1,-0.154284941
ATXN1L,-0.146191259
GSTA2,-0.854051918
PGA5,-1.023976919
SFT2D2,0.19540361174899168
MPPED2,-0.287011325
DCLRE1B,0.31230646880908264
CFHR2,-1.023976919
THAP1,0.20504859461354474
TMEM107,-0.216621997
TRAPPC3,0.17932127035989476
C6orf120,0.1921391841165887
SELENOS,-0.135830046
KRTAP4-12,-0.702048824
OR8H3,-0.702048824
CNOT6,0.18649074534346877
DEFB119,0.6764627990857424
TMPPE,0.24904157535106553
C2orf81,0.4089824882207562
TCN1,0.4089824882207562
C16orf71,0.4089824882207562
EIF2S2,0.4089824882207562
KRT6B,-0.702048824
THEGL,-1.023976919
NACC1,0.18182002093428373
LASP1,0.16092242033737802
RBBP4,-0.293583979
RINT1,0.2015348441252769
CHD9,0.2005833389638081
PRAMEF8,-1.023976919
SELENOK,0.1798307672983972
CCDC60,1.4354546995819462
UBE2Q1,-0.135581127
TJAP1,0.2258962387032044
TEX37,-1.023976919
ZCRB1,0.17904760335867076
PPIL3,0.2022989367683259
MAJIN,0.4614499081148917
FSD2,-0.854051918
SMAD4,-0.138147939
SRFBP1,0.18611551415476413
DVL3,-0.133984032
SMCO1,-0.854051918
PABPC4,0.18264034962855558
SIKE1,0.18309234463709867
TAPBPL,0.20526917332215966
PCDHB9,0.3494814764720928
IL33,-0.280752334
POGLUT3,0.1821986086563232
GPR137,0.2457212170594545
GPX4,0.15838641343037518
ELF4,-0.159112997
GAB1,-0.203526339
ZNF18,-0.203526339
DYM,-0.133964957
LPCAT1,-0.14534074
ACO1,0.1892105456396287
CFHR4,-0.760942513
CXCL2,0.21360190609577412
MGARP,-0.760942513
GK3P,-0.702048824
HNRNPA0,0.17656478105943796
NAT1,-0.399486054
SLC7A13,-0.760942513
IFNA2,-0.760942513
TP53I11,0.19928854015396524
DEFB108B,-0.760942513
GPRC5D,-0.854051918
DRC3,-0.760942513
MAML3,0.1934662863093637
ANKK1,0.4614499081148917
PGM2,-0.146749301
ARL5B,-0.156533113
PSME2,0.27147896447081976
USP34,-0.128158481
GARS,0.18918517622755804
APCDD1,-0.128596444
LCOR,0.17995859757353605
RAD9B,-0.366864633
FAM9B,-1.023976919
C3orf38,0.18226576228776725
SHC3,-0.550045731
ELMO2,-0.13556861
NXF1,-0.136320369
PLEKHG5,0.18670208171730707
SH3RF1,-0.149507801
HIST1H2BN,0.2979511758320115
MAPK1IP1L,0.1785657264220757
PGBD1,-0.197308522
HSP90B1,0.17822023816136934
OR5AP2,-0.439014418
TMEM70,0.2006539744770972
SCYL2,0.17847133391740444
KLK7,0.4089824882207562
DPH3,-0.135725277
KPNB1,0.17797775488877976
PITPNB,0.17781067380402815
DEUP1,-0.521476579
ASH1L,0.1756607460285844
MPC1,0.18570445053154305
TBC1D20,0.17920489831526343
IRX6,-1.023976919
BPIFC,-0.760942513
DUXA,-1.023976919
CDC42EP2,-0.172299666
FRRS1,0.2154890156400393
CUL2,0.17989541431029998
PHLDB3,0.22794145458427018
FNDC3A,0.1837501150993468
LAPTM4A,-0.126575745
UXS1,0.18326767598514593
LRRC74A,-1.023976919
BCL9L,0.17746799639457667
MAD1L1,-0.154680611
RRP1B,0.19747838302704324
DTX3L,-0.12612758
C12orf60,0.3606869311799752
ERVK3-1,0.3606869311799752
CSNK1G3,0.1781114058260087
RPP30,0.19051363482040617
C14orf28,-0.179927197
GPATCH2L,0.17962261577665384
LARP1B,0.1899439862136454
GNAI3,0.17453675697618376
CEACAM8,-0.439014418
HERPUD2,0.1754149913276306
EPPIN,-0.702048824
RAB5C,-0.128477233
AMY2A,-0.702048824
MPHOSPH8,0.17523573193531572
RASD1,-0.493462202
UBXN6,-0.126940516
C4orf17,-1.023976919
C10orf88,-0.181333247
TMEM104,0.23521542048404864
GNPAT,0.19283447001779752
ZFAND4,-0.204058536
PRAMEF14,-1.023976919
BNIP1,-0.19390192
CHTF8,-0.317708122
PPP1R13L,0.195265512
ADAM15,0.17221756838550828
DERL1,0.17511175761255826
LY6G5B,0.19046674916560669
SCAMP1,-0.158660536
CDK5RAP2,0.19350001186698051
ZNF273,0.39106058022349366
SH2D4A,0.2979511758320115
CDK5R1,0.2979511758320115
OAZ3,-0.335920925
ZNF672,0.2726400873028254
TNRC6C,-0.145818042
NUCKS1,0.1710871981102695
EEF2K,-0.152301016
ZCCHC14,0.17720722420514434
RPH3AL,0.24548375593787686
USP42,0.200517025
SH3KBP1,-0.130274002
OR1D5,-1.023976919
CALR,-0.136306705
EMC7,-0.123698615
ZNF213,0.21480994053176605
DFFB,-0.238101724
RLBP1,-1.023976919
TMEM91,-0.275515686
CTRL,-0.294624509
BAZ1B,0.17134725908292658
COMT,0.174656684
AHCYL1,-0.132639315
RAB11FIP3,-0.143558535
MOB1A,-0.138376292
NSMCE3,-0.159860347
CELF1,0.17182849978037362
UBE2H,0.17681473833037664
NAXD,0.19201773108294695
YIPF3,0.17047401097023185
POGK,0.17223157047744264
DUSP11,-0.139028876
RNF215,-0.18107788
ATG4D,0.1958042888245597
SAA4,-1.023976919
SUGP2,0.17124210255087213
RAB7A,0.17135564344067822
OTULIN,-0.133765065
ACADVL,-0.123612257
GPRASP1,-0.24636934
FMO2,-0.645465296
PCDHA12,-0.645465296
ODF1,-0.645465296
ZNF488,-0.645465296
HHATL,-0.702048824
SGSM1,-0.760942513
BTAF1,-0.134159837
SLC25A2,-1.023976919
IFT20,-0.130892123
CEP41,-0.227510313
MAP2K2,-0.12269497
TENT5B,-0.702048824
ESCO2,0.31841527839172734
KCNA1,-1.023976919
TACO1,0.17939827611072534
PANK2,0.20331430169393627
AASDH,-0.168099489
MIGA1,0.17765694211430016
UBE2Q2,-0.12233588
C1QTNF8,-1.023976919
NT5E,0.1717388128470132
FGF13,-0.439014418
CRTC1,-0.195743267
EGR4,-1.023976919
SMIM12,-0.137844884
AKAP17A,-0.143558535
TCF23,-1.023976919
PPP2R2D,0.18229583691782025
PRAMEF10,-1.023976919
ZNF215,0.19546821823076055
CIB4,-0.702048824
DNAAF1,-0.645465296
PCDHGA1,0.34525689061036857
DHRS7,0.17201037897315796
WIPF2,0.17206092270609297
WLS,-0.1225928
CARS,0.25455858031863166
POLR2L,-0.124237548
GPANK1,0.1839159325859825
TUBGCP5,0.17546716930701667
RNF181,0.1733738265263467
NOP10,-0.126572392
UBXN8,-0.216621997
PDCL,-0.133455396
STX6,0.17194329091990657
ASB6,0.21585009561711832
RMND5B,0.1929236987676104
ACSM2A,-1.023976919
GOLGA3,0.1656895275946999
ALAS1,-0.147459972
TARS,0.20810455844953157
CDC73,0.16750898673821757
NOM1,0.1908555109682526
KCMF1,0.167643153
ASPH,-0.131340583
PNMA6A,-0.645465296
MAST3,0.18292332612818019
INSM1,-0.645465296
CFAP410,-0.161904827
PRR32,-0.702048824
KLHL31,1.5609855816658058
PPP6R2,-0.122331991
CD5L,-0.702048824
TLR9,0.6764627990857424
BAD,0.18780740271511664
CHADL,0.43545469958194616
ZNF439,0.22149911539413925
CHTOP,0.16455415715252908
LEKR1,0.43545469958194616
WT1,-0.439014418
OGDH,0.16565195382356812
SPOPL,0.1767541291681365
TXNDC5,0.14465650213875536
WRAP73,0.1984155022810974
CASC1,-0.702048824
ZNF207,0.1984155022810974
FABP3,0.1804839091342414
IL22RA2,-1.023976919
SIX2,-1.023976919
DNAJC27,0.240995291
SEC23IP,0.17606807076329734
PIP5KL1,0.39106058022349366
NUDT22,0.17366883994541205
ING3,-0.152301016
AKAIN1,-1.023976919
DGKK,-1.023976919
HSPB9,-0.521476579
CCDC93,0.17765694211430016
LRRC43,0.39106058022349366
KRTAP2-3,0.39106058022349366
RGS9BP,0.39106058022349366
PPM1N,0.39106058022349366
CITED1,0.39106058022349366
SPEN,-0.119956321
TLE6,0.6764627990857424
WIPF3,-0.307769885
MCHR2,-0.702048824
KLHDC10,0.1667551928066926
UBL7,0.17194329091990657
TRIP11,0.17424919115034498
RNF41,0.17188487157058852
TRIOBP,-0.117506383
ANKRD31,0.47852342147383276
CNTRL,0.16518430124987926
DNAJB13,0.47852342147383276
TUBB1,0.47852342147383276
MFSD14A,0.17168740318583886
SLC15A4,-0.126338637
NOTUM,0.2144278202697283
ME2,-0.123423452
GALNTL6,-0.5645453
LCORL,0.17062701192510232
LPIN2,-0.122515098
GPR108,-0.136186423
STX4,-0.117734871
FYCO1,-0.169316282
ADGRB3,-0.645465296
NUFIP2,-0.118457055
METTL18,0.22395059438823495
GJC2,-0.251387415
SNAP47,0.16912119548705906
OR8H2,-1.023976919
OXCT1,-0.146148789
FAM166A,-1.023976919
TFAP2E,-0.386546998
EXOSC1,-0.144109497
TLK2,-0.127509484
MGA,0.17453675697618376
CACNG5,-1.023976919
MFAP1,0.16727312731253985
ALPI,-0.702048824
PPP1R10,0.16010164055844012
TRMT1L,0.17191576671349917
CNOT9,-0.122380623
IL18,-0.132469356
PSORS1C2,-0.702048824
ARID4A,0.16789063526763925
HMGN4,0.16215830956822064
BAK1,-0.122229627
ZBTB49,-0.24636934
HP,-0.5645453
AGGF1,-0.121330988
POLD4,0.1642828173619515
CXXC4,0.2979511758320115
CRHR2,-1.023976919
OVCH1,-1.023976919
LYPD6B,0.5609855816658058
MGAM,0.5609855816658058
MYBPC1,0.26142529980689844
ABCC11,0.5609855816658058
HEATR6,0.23905748677844318
ZNF829,-0.439014418
DGCR8,0.16593955757442735
MLLT1,0.16232391134080704
UBE2R2,0.15744724536965382
SNAPIN,-0.128057441
ULK1,0.16403671015539967
LRRC30,-1.023976919
CTNNBIP1,-0.125123643
NPPA,-1.023976919
PRAMEF19,-1.023976919
FAM131C,-1.023976919
FAM43B,-1.023976919
MED18,-0.150934094
OPRD1,-1.023976919
NT5C1A,-1.023976919
HPCAL4,-1.023976919
DR1,-0.114340947
SLC30A7,-0.118501424
NHLH2,-1.023976919
SPRR2G,-1.023976919
S100A7L2,-1.023976919
MROH9,-1.023976919
NPHS2,-1.023976919
APOBEC4,-1.023976919
CFHR5,-1.023976919
LHX9,-1.023976919
SLC30A10,-1.023976919
TRIM67,-1.023976919
E2F6,-0.138147939
GCKR,-1.023976919
CAPN14,-1.023976919
SIX3,-1.023976919
MTHFD2,-0.119749878
EVA1A,-0.152214547
TMEM37,0.17340607789370832
CIR1,-0.117086323
CRYGB,-1.023976919
GRM2,-1.023976919
IQCF2,-1.023976919
IQCF5,-1.023976919
TAFA4,-1.023976919
CPNE4,-1.023976919
GPR87,-1.023976919
PSAPL1,-1.023976919
CENPC,-0.158906499
ATOH1,-1.023976919
GRIA2,-1.023976919
TAF11L14,-1.023976919
ANKRD34B,-1.023976919
MEGF10,-1.023976919
SLC36A3,-1.023976919
FNDC9,-1.023976919
SLC17A2,-1.023976919
DEFB113,-1.023976919
LIN28B,-1.023976919
VGLL2,-1.023976919
TRDN,-1.023976919
ARG1,-1.023976919
TBXT,-1.023976919
UNCX,-1.023976919
MMD2,-1.023976919
CDK6,-0.133722325
C7orf77,-1.023976919
SLC13A4,-1.023976919
OR2A14,-1.023976919
CUL1,0.16162970461923098
DUSP26,-1.023976919
ADRB3,-1.023976919
NPBWR1,-1.023976919
C9orf131,-1.023976919
CNTNAP3,-1.023976919
SPATA31A7,-1.023976919
FOXD4L5,0.32394638436495526
FRRS1L,-1.023976919
LMX1B,-1.023976919
PHYHD1,-0.174311192
QRFP,-1.023976919
FCN2,-1.023976919
GLT6D1,-1.023976919
UCN3,-1.023976919
C10orf67,-1.023976919
SFTPA1,-1.023976919
DNTT,-1.023976919
ADRB1,-1.023976919
OR52I2,-1.023976919
OR52E5,-1.023976919
TRAF6,0.17221373708076815
FNBP4,0.16120016624721556
OR4X1,-1.023976919
TRIM51GP,-1.023976919
OR5T1,-1.023976919
MS4A6E,-1.023976919
OR10D3,-1.023976919
NELL2,-0.273955172
OR5BS1P,-1.023976919
KCNH3,-1.023976919
KRT83,-1.023976919
KRT72,-1.023976919
OR10A7,-1.023976919
TAFA2,-1.023976919
KCNC2,-1.023976919
MGAT4C,-1.023976919
EID3,-0.165995924
SOX1,-1.023976919
KLHL33,-1.023976919
RNASE12,-1.023976919
CHD8,0.1635162844411333
DLK1,-1.023976919
ANKRD63,-1.023976919
SLC12A1,-1.023976919
UNC13C,-1.023976919
NRG4,-1.023976919
CHRNB4,-1.023976919
BNC1,-1.023976919
SLC28A1,-1.023976919
PRM3,-1.023976919
TBX6,0.32394638436495526
BANP,0.20775336686043389
GSG1L2,-1.023976919
PIRT,-1.023976919
ASIC2,-1.023976919
ARL5C,-1.023976919
KRTAP4-6,-1.023976919
KRTAP4-2,-1.023976919
KRTAP9-7,-1.023976919
CD300LG,-1.023976919
GIP,-1.023976919
SMIM36,-1.023976919
PRTN3,-1.023976919
TGFBR3L,-1.023976919
MBD3L1,-1.023976919
MAST1,-1.023976919
OR10H1,-1.023976919
CIB3,-1.023976919
CHST8,-1.023976919
GAPDHS,-0.702048824
DMRTC2,-1.023976919
PSG7,-1.023976919
PNMA8C,-1.023976919
SLC8A2,-1.023976919
SIGLECL1,-1.023976919
TMEM86B,-0.323537201
ZSCAN5C,-1.023976919
BPIFB4,-1.023976919
RBPJL,-1.023976919
CDH22,-1.023976919
COL20A1,-1.023976919
TPTE,-1.023976919
PDXK,-0.109745636
PRAME,-1.023976919
TEX33,-1.023976919
ARSF,-1.023976919
MAGEB3,-1.023976919
BMP15,-1.023976919
PFKFB1,0.9146225362805058
DGAT2L6,-1.023976919
SNX12,0.1601619416066633
CDX4,-1.023976919
TENT5D,-1.023976919
RTL4,-1.023976919
SLC6A14,-1.023976919
MAGEA6,-1.023976919
MAGEA1,-1.023976919
OR10R2,-0.5645453
SATB1,0.16137812295656762
KLC2,0.16936696977059906
MPHOSPH9,-0.133098641
CTXN1,-0.168712012
MAPK7,-0.126226977
AKAP9,-0.111683743
COMMD2,0.1606695880937279
GNPDA1,0.1824739584120758
ATP5F1C,0.16145774628242826
SEC22B,-0.112864828
AP4E1,-0.150934094
FAM32A,0.15757340750658955
TGM3,0.7833780030022535
TIAL1,-0.110114363
DND1,0.33859316032935816
DAO,-0.702048824
PITRM1,-0.116779073
SNTG1,-0.60893942
KRTAP5-10,-0.60893942
PEX14,-0.190438065
SLC25A46,-0.117749784
ZSWIM9,-0.125260255
PRPF31,0.15830528890694495
MECR,0.1790348744453052
RC3H2,0.15616353894033663
B4GALT7,0.16206774775023902
ZG16,-0.60893942
AK1,0.16428971837647133
ATXN7L1,0.16272379513778912
OTUD4,-0.118467554
TM9SF1,0.15748970426965325
MTOR,-0.126600126
HP1BP3,-0.112681144
CD164L2,0.5609855816658058
CYP4A11,0.5609855816658058
C8A,0.5609855816658058
ALX3,0.5609855816658058
TAFA3,0.5609855816658058
RPTN,0.5609855816658058
PAPPA2,0.5609855816658058
PRG4,0.5609855816658058
OR2M5,0.5609855816658058
OR14C36,0.5609855816658058
SLC30A3,0.5609855816658058
REG3A,0.5609855816658058
KCNH7,0.5609855816658058
DYTN,0.5609855816658058
ASIC4,0.5609855816658058
TMEM40,0.5609855816658058
CRTAP,0.1344846821842527
GABRG1,0.5609855816658058
TMPRSS11B,0.5609855816658058
DMP1,0.5609855816658058
SPOCK3,0.5609855816658058
C5orf49,0.5609855816658058
LINC02218,0.5609855816658058
CDH9,0.5609855816658058
RAD1,0.18019764433987184
GRXCR2,0.5609855816658058
SMIM23,0.5609855816658058
KAAG1,0.5609855816658058
GPX6,0.5609855816658058
BTNL2,0.5609855816658058
GLP1R,0.5609855816658058
LRFN2,0.5609855816658058
CRISP2,0.5609855816658058
OR2A4,0.47852342147383276
C7orf57,0.5609855816658058
FZD9,0.5609855816658058
CLIP2,-0.113688475
LLCFC1,0.5609855816658058
CHRNA2,0.5609855816658058
LY6D,0.5609855816658058
IFNW1,0.5609855816658058
TAF1L,0.5609855816658058
SHOC1,0.5609855816658058
CCDC187,0.5609855816658058
CALML3,0.5609855816658058
ANXA8,0.5609855816658058
DUPD1,0.5609855816658058
PAX2,0.5609855816658058
TECTB,0.5609855816658058
FOXI2,0.5609855816658058
AC132217.2,0.5609855816658058
OR51L1,0.5609855816658058
OTOG,0.5609855816658058
SLC6A5,0.5609855816658058
OR4S1,0.5609855816658058
OR5AK2,0.5609855816658058
SLC22A12,0.5609855816658058
GAL3ST3,0.5609855816658058
PLET1,0.5609855816658058
FOXJ2,-0.149507801
GSG1,0.5609855816658058
RPH3A,0.5609855816658058
MTMR6,-0.119890396
BRMS1L,0.16994356345594142
CYP11A1,0.5609855816658058
PTX4,0.5609855816658058
MT1E,-0.22427557
CNTNAP4,0.5609855816658058
ADAD2,0.5609855816658058
HOXB1,0.5609855816658058
DNAI2,0.5609855816658058
GRIN3B,0.5609855816658058
RTBDN,0.5609855816658058
PGLYRP2,0.5609855816658058
ZNF723,0.5609855816658058
SBSN,0.5609855816658058
ACP7,0.5609855816658058
IGFL3,0.5609855816658058
NR1H2,-0.115672609
CST11,0.5609855816658058
BPIFA3,0.5609855816658058
BPIFB1,0.5609855816658058
CHRNA4,0.5609855816658058
LKAAEAR1,0.5609855816658058
ATP5PF,-0.132501376
KRTAP10-5,0.5609855816658058
RFPL1,0.5609855816658058
CACNG2,0.5609855816658058
DCAF8L2,0.5609855816658058
CPXCR1,0.5609855816658058
RAB40A,0.5609855816658058
HTR2C,0.5609855816658058
SLITRK2,0.5609855816658058
C5orf51,0.16121483904027212
TMEM81,0.33859316032935816
NFATC3,0.15476519182260162
MTR,-0.112180385
CNGA4,-0.702048824
AC015871.1,-0.200007283
ZFP90,0.16657941515909247
RERE,0.15052081217678648
DENND4A,0.15897476268320165
ZNF639,0.15683639852969833
SCFD1,0.15356126649683732
RELA,0.15605811003180303
SPAG17,-0.60893942
AGPAT5,0.16199602361883159
ALDH1B1,0.15293874435518706
HEATR5A,-0.304084838
COPS7B,-0.129159156
ATP5MGL,-0.386546998
ARL6,-0.143124184
PWWP2A,0.1623558389085753
CD151,0.13276409339636297
INTS2,0.1818326180854939
VDR,0.15447215469350084
MBD3,-0.117551034
SLC4A5,-0.521476579
NANOGP8,-0.521476579
KPNA1,0.15277395878119648
ADGB,0.47852342147383276
ZFAND3,-0.105277021
GPR179,0.8829136765531675
LTN1,-0.149507801
IL17A,-0.439014418
DDX46,0.15017886266498115
MAEA,0.15638208365638206
GFOD1,0.20575747762226548
RABIF,-0.133511871
MMP21,0.47852342147383276
TMEM222,0.1863829467862006
ANKRD13C,0.1555890397792563
TMEM214,0.15466529948807128
AMMECR1L,0.17765694211430016
SLC30A5,0.16008236659059794
SPAG8,-0.380120729
STEAP1B,-0.702048824
CDKL2,-0.439014418
SEMA4C,-0.107997065
KBTBD2,-0.107305303
WASL,0.15018603267914488
ASB15,-0.439014418
PJA1,-0.133697286
MYO1B,0.1474822815875596
TMF1,0.14918645645350637
DAD1,0.1839159325859825
BATF2,-0.200007283
DGKG,-0.216621997
PGRMC2,0.1476111316096067
CTXND2,0.7833780030022535
LYSMD1,-0.313483536
RGSL1,0.7833780030022535
SYT2,0.7833780030022535
OPTC,0.7833780030022535
OR11L1,0.7833780030022535
OR2T2,0.7833780030022535
ALLC,0.7833780030022535
FBXO11,-0.111526798
SMYD1,0.7833780030022535
C2orf92,-0.17387235
IL36G,0.7833780030022535
LCT,0.7833780030022535
KIAA2012,0.7833780030022535
SCYGR4,0.7833780030022535
UGT1A4,0.7833780030022535
VGLL4,-0.111730031
ALCAM,-0.114855826
TRIM42,0.7833780030022535
FETUB,0.7833780030022535
NKX6-1,0.7833780030022535
PRSS48,0.7833780030022535
TRIM60,0.7833780030022535
AGXT2,0.7833780030022535
RANBP3L,0.7833780030022535
HSD17B4,0.14835917648670627
SCGB3A2,0.7833780030022535
SCGN,0.7833780030022535
MLN,0.7833780030022535
PACSIN1,0.7833780030022535
SPDEF,0.7833780030022535
KIF6,0.7833780030022535
TMEM151B,0.7833780030022535
GFRAL,0.7833780030022535
IMPG1,0.7833780030022535
C6orf58,0.7833780030022535
MYL7,0.7833780030022535
OCM2,0.7833780030022535
OPN1SW,0.7833780030022535
AKR1B10,0.7833780030022535
PRSS37,0.7833780030022535
OR2A12,0.7833780030022535
CYP11B1,0.7833780030022535
SEC61B,0.15234585358511232
NIPSNAP3B,0.252863286
TXNDC8,0.7833780030022535
TEX53,0.7833780030022535
CISD1,-0.122027065
OR51F1,0.7833780030022535
FSHB,0.7833780030022535
OR4C12,0.7833780030022535
OR6Q1,0.7833780030022535
OR5A2,0.7833780030022535
OR5A1,0.7833780030022535
MS4A10,0.7833780030022535
UNC93B1,-0.107108512
UVRAG,-0.132448708
OR6T1,0.7833780030022535
IAPP,0.7833780030022535
KRT6C,0.7833780030022535
MYRFL,0.7833780030022535
SPERT,0.7833780030022535
SERPINE3,0.7833780030022535
ZIC2,0.7833780030022535
OR4M1,0.7833780030022535
EDDM3A,0.7833780030022535
LRRC9,0.7833780030022535
GPR139,0.7833780030022535
CHP2,0.7833780030022535
CBFB,0.15044386365334583
OR1A1,0.7833780030022535
FBXW10,0.7833780030022535
CCL16,0.5609855816658058
PNMT,0.7833780030022535
AANAT,0.7833780030022535
TTR,0.7833780030022535
PIGN,-0.124633133
MUC16,-0.361011906
EPS15L1,0.1512230244276367
AC010325.1,0.7833780030022535
ERVV-1,0.7833780030022535
ZNF160,0.15837282664168928
ZNF324B,0.7833780030022535
GDF5,0.8829136765531675
WFDC10A,0.7833780030022535
SPATC1L,0.18280330324649086
C22orf42,0.7833780030022535
EP300,0.1482985694159611
CBLL2,0.7833780030022535
ITIH6,0.7833780030022535
ARL13A,0.7833780030022535
BRS3,0.7833780030022535
SNX6,-0.100409351
OSTN,0.5609855816658058
GOLGA5,-0.116530479
PICALM,-0.113114441
SLC9A6,-0.126157314
ANKRA2,0.16188962625598347
FAM204A,-0.119836934
C3orf18,-0.287011325
AC072022.2,0.3335750855627335
GABPB2,-0.127999984
CCDC30,0.23589020769976088
WBP2NL,0.2979511758320115
FAM102B,0.14833862981195622
ALDH16A1,-0.125260255
RO60,-0.11085437
SLC25A25,-0.114742383
COLQ,-0.354125521
SNAP23,0.14915051442530647
LARP4B,0.14691926723742998
AARS,0.16626806676655725
SNRNP35,-0.117759065
DCST2,0.2979511758320115
PKHD1,0.2979511758320115
AMDHD1,0.2979511758320115
AKAP11,0.14504555183460655
AKT2,0.14847425190105845
ARTN,0.36834050372340954
SPATA1,0.36834050372340954
SMIM32,0.36834050372340954
ADGRF2,0.36834050372340954
DLX6,0.36834050372340954
RNASEH2C,0.15895074758460037
C2CD4A,0.26880483017249635
LRRC40,0.15298808609959202
ING4,0.15146508735452802
ASTL,-0.391708704
ANKLE2,-0.099307327
CEP350,-0.106777224
CFAP36,-0.121824242
CEACAM16,-0.702048824
TRIM51,0.7833780030022535
ANKRD12,-0.112137107
DNAJC16,0.16744915159788398
AOX1,0.2063207003664429
ZMAT1,-0.20840149
CDV3,0.15252073631044816
PLA2R1,0.17181014569892827
PSMD9,-0.106289678
MFSD11,-0.128313579
PTDSS2,0.15629002660842062
LRSAM1,0.1629666662768079
MAX,-0.097509587
BRD3OS,-0.116404359
ATG16L1,-0.130261712
ALDH8A1,0.43545469958194616
TUBAL3,0.43545469958194616
ZNF773,0.43545469958194616
RNF138,0.14990067401246243
MAPK8,-0.115804497
NCEH1,-0.110912556
HHLA3,0.21607416877760421
ZFP3,-0.133205989
CDCA2,0.22395059438823495
GOLPH3,0.14012684365824146
ADD3,-0.100327805
MEPE,-0.702048824
AGPAT3,-0.099403189
USP12,0.14290602529591867
SNX8,-0.109391932
PHETA2,-0.135008231
NTN4,-0.112402245
ZNF441,-0.160038469
PIP5K1A,-0.104236491
RMDN3,-0.104729117
TNFRSF25,0.16019000496274138
TNFRSF10A,-0.156427215
BLOC1S1,0.14003259214626107
FTSJ3,0.15394087314049276
PPRC1,0.14924944547721264
GCH1,-0.173553275
GRAMD1A,0.1485174419990951
RC3H1,0.1439046046502872
COPG1,0.1387409227939096
PHAX,-0.106890556
KRTAP4-3,-0.702048824
PGD,-0.101486286
NDUFB8,0.14362302944071814
C2CD2L,0.154021383
VANGL1,-0.120192234
CXorf38,-0.104196812
VPREB3,-0.509403746
HEATR5B,0.1512462706437434
TAF6,0.14817274750147558
ATAD3B,0.1596230192840391
PPEF2,-0.702048824
TMEM129,-0.110688552
NR4A2,0.19046674916560669
C1orf146,-1.023976919
SLC9C2,-1.023976919
TPR,0.1401979948990726
PDC,-1.023976919
OR6B2,-1.023976919
CACNA2D3,-1.023976919
SI,-1.023976919
GP5,-0.216621997
KLB,-1.023976919
KLHL8,0.15454069290301486
SBDS,0.18298546171149166
ZC3HC1,0.1613781229565685
CHRNB3,-1.023976919
SLC34A3,-1.023976919
LRRTM3,-1.023976919
IFIT1B,-1.023976919
OR52I1,-1.023976919
LMO1,-1.023976919
ANO3,-1.023976919
OR4A5,-1.023976919
OR5L2,-1.023976919
OR8K3,-1.023976919
STK38L,-0.094179381
FAM186A,-1.023976919
GGACT,0.2130622782454994
CCDC198,-1.023976919
NPAP1,-1.023976919
VWA3A,-1.023976919
KRT28,-1.023976919
KRTAP1-1,-1.023976919
CA4,-1.023976919
MARCH10,-1.023976919
CD177,-1.023976919
TMPRSS15,-1.023976919
GGT2,-1.023976919
MYO18B,-1.023976919
SPANXB1,-1.023976919
SLC16A4,-0.168366828
ZNF225,0.2275618479406143
ANKRD17,0.1397511339752322
C16orf46,-0.178486868
HDHD2,0.14853124340096446
SEC13,0.13779395063852062
MAPK4,-1.023976919
OSGIN1,0.21887960484081326
RSPH10B2,0.43545469958194616
DSG1,0.7833780030022535
C11orf58,0.13699984651123343
FLG,0.7833780030022535
ITGB1BP2,0.23905748677844407
ENAH,0.11994144425801245
RNF10,-0.095268213
POMT1,0.15605811003180303
TCTN2,0.1616663161338927
TMED8,0.15534678038921168
FAM53C,-0.115560469
OR2W1,-1.023976919
CEMIP2,0.14076784328128245
TSPAN19,-1.023976919
TOR3A,0.15234585358511232
IFNE,-1.023976919
KRT32,-1.023976919
ZNF32,-0.0979775
OR4X2,-0.439014418
CFAP97,0.14678710249836158
GAPVD1,0.1546652994880704
WDR63,-0.332099214
MAPK9,-0.096207594
SERPINI2,-0.323537201
CLCN1,-1.023976919
ATXN7L3,-0.116204211
PCDHGC5,-0.439014418
DNAH3,-1.023976919
HSPB3,-0.538550092
TMEM11,0.1387193004364784
GPC5,-1.023976919
FAM133B,-0.128446186
CRYGS,-0.298151882
TRIM39,0.16243620517553126
POLR3A,0.15620598775240158
PPDPFL,-0.439014418
HIST1H4E,-1.023976919
C22orf23,-1.023976919
ADGRD2,-0.439014418
WFDC9,-0.439014418
MAGOHB,0.20309198949057006
